date,sales
2013-09-02,257.45956
2013-09-03,223.1652
2013-09-04,220.29489
2013-09-05,185.53467
2013-09-06,188.2392
2013-09-07,291.01248
2013-09-08,314.73175
2013-09-09,211.64519
2013-09-10,172.8813
2013-09-11,181.32695
2013-09-12,158.72935
2013-09-13,179.32487
2013-09-14,267.31985
2013-09-15,299.0196
2013-09-16,209.44435
2013-09-17,183.66046
2013-09-18,177.1536
2013-09-19,156.89134
2013-09-20,186.2216
2013-09-21,262.7937
2013-09-22,281.7445
2013-09-23,199.79968
2013-09-24,170.22076
2013-09-25,175.3592
2013-09-26,153.23112
2013-09-27,179.71187
2013-09-28,272.11206
2013-09-29,293.41663
2013-09-30,205.98677
2013-10-01,244.9164
2013-10-02,232.57893
2013-10-03,195.8099
2013-10-04,212.18292
2013-10-05,303.1182
2013-10-06,310.3431
2013-10-07,209.5326
2013-10-08,183.34833
2013-10-09,180.99294
2013-10-10,171.18243
2013-10-11,226.10205
2013-10-12,239.27031
2013-10-13,270.35986
2013-10-14,192.30905
2013-10-15,171.29213
2013-10-16,199.60548
2013-10-17,175.61694
2013-10-18,181.44101
2013-10-19,273.9874
2013-10-20,301.7472
2013-10-21,195.69098
2013-10-22,169.27148
2013-10-23,181.31601
2013-10-24,154.91531
2013-10-25,178.21013
2013-10-26,254.15398
2013-10-27,287.8179
2013-10-28,194.69243
2013-10-29,169.65938
2013-10-30,179.28996
2013-10-31,167.33751
2013-11-01,226.50798
2013-11-02,303.37573
2013-11-03,338.26968
2013-11-04,238.1112
2013-11-05,220.71953
2013-11-06,216.85014
2013-11-07,194.32848
2013-11-08,201.16385
2013-11-09,288.35596
2013-11-10,329.77917
2013-11-11,209.92587
2013-11-12,209.47124
2013-11-13,186.46422
2013-11-14,159.6899
2013-11-15,196.06245
2013-11-16,294.08844
2013-11-17,325.03326
2013-11-18,219.947
2013-11-19,184.8795
2013-11-20,198.84271
2013-11-21,167.25424
2013-11-22,191.20888
2013-11-23,272.47156
2013-11-24,309.16122
2013-11-25,205.36784
2013-11-26,181.42136
2013-11-27,189.1601
2013-11-28,171.70761
2013-11-29,200.33693
2013-11-30,304.1401
2013-12-01,391.81656
2013-12-02,278.05185
2013-12-03,238.18071
2013-12-04,238.01741
2013-12-05,216.83884
2013-12-06,242.7956
2013-12-07,301.44855
2013-12-08,330.44662
2013-12-09,248.20949
2013-12-10,232.55988
2013-12-11,237.34972
2013-12-12,215.63193
2013-12-13,243.91527
2013-12-14,311.3984
2013-12-15,360.2782
2013-12-16,289.59613
2013-12-17,269.62442
2013-12-18,296.00522
2013-12-19,284.7705
2013-12-20,305.33347
2013-12-21,384.77725
2013-12-22,390.738
2013-12-23,444.93002
2013-12-24,348.2959
2013-12-26,264.1589
2013-12-27,268.97586
2013-12-28,312.5434
2013-12-29,280.4262
2013-12-30,356.4168
2013-12-31,284.6603
2014-01-01,4.827197
2014-01-02,449.50125
2014-01-03,381.9713
2014-01-04,525.6054
2014-01-05,532.89496
2014-01-06,337.9734
2014-01-07,316.19003
2014-01-08,357.00162
2014-01-09,278.55103
2014-01-10,304.74484
2014-01-11,441.819
2014-01-12,473.9807
2014-01-13,311.75476
2014-01-14,282.06683
2014-01-15,318.2197
2014-01-16,282.14883
2014-01-17,304.679
2014-01-18,441.51508
2014-01-19,477.96594
2014-01-20,323.1482
2014-01-21,302.36655
2014-01-22,310.38025
2014-01-23,258.5797
2014-01-24,295.24387
2014-01-25,411.82996
2014-01-26,456.82254
2014-01-27,303.47858
2014-01-28,270.25446
2014-01-29,287.79684
2014-01-30,254.56956
2014-01-31,314.71167
2014-02-01,364.1247
2014-02-02,347.81458
2014-02-03,259.05585
2014-02-04,226.25679
2014-02-05,223.98334
2014-02-06,201.5371
2014-02-07,218.55867
2014-02-08,297.4905
2014-02-09,292.22995
2014-02-10,222.57169
2014-02-11,201.11264
2014-02-12,217.5973
2014-02-13,194.93452
2014-02-14,202.6972
2014-02-15,302.4093
2014-02-16,334.063
2014-02-17,231.21733
2014-02-18,205.01193
2014-02-19,202.1109
2014-02-20,180.94945
2014-02-21,207.29723
2014-02-22,302.0236
2014-02-23,273.7915
2014-02-24,226.83737
2014-02-25,197.20433
2014-02-26,198.43114
2014-02-27,185.37047
2014-02-28,238.84668
2014-03-01,511.4255
2014-03-02,374.53033
2014-03-03,344.54153
2014-03-04,420.27545
2014-03-05,416.2494
2014-03-06,344.60294
2014-03-07,335.714
2014-03-08,422.75266
2014-03-09,514.0952
2014-03-10,329.63794
2014-03-11,302.67416
2014-03-12,323.05096
2014-03-13,265.59933
2014-03-14,297.70776
2014-03-15,410.2412
2014-03-16,521.7781
2014-03-17,343.8381
2014-03-18,301.5869
2014-03-19,328.8298
2014-03-20,281.08704
2014-03-21,307.97504
2014-03-22,433.0555
2014-03-23,470.71527
2014-03-24,320.85413
2014-03-25,302.95264
2014-03-26,319.68607
2014-03-27,262.9525
2014-03-28,302.4163
2014-03-29,461.4664
2014-03-30,490.43704
2014-03-31,365.76907
2014-04-01,272.21094
2014-04-02,260.3352
2014-04-03,218.21996
2014-04-04,237.13734
2014-04-05,346.6219
2014-04-06,354.59497
2014-04-07,239.10835
2014-04-08,211.3711
2014-04-09,210.61116
2014-04-10,187.45946
2014-04-11,213.04536
2014-04-12,297.3737
2014-04-13,303.1371
2014-04-14,214.0215
2014-04-15,204.65155
2014-04-16,230.84012
2014-04-17,223.04425
2014-04-18,221.31998
2014-04-19,278.84665
2014-04-20,291.8779
2014-04-21,223.7247
2014-04-22,207.94177
2014-04-23,208.88474
2014-04-24,180.0648
2014-04-25,200.43419
2014-04-26,279.08795
2014-04-27,314.53897
2014-04-28,203.29512
2014-04-29,183.13039
2014-04-30,200.38158
2014-05-01,297.63235
2014-05-02,248.75696
2014-05-03,342.53186
2014-05-04,362.60654
2014-05-05,239.95607
2014-05-06,218.26367
2014-05-07,219.9395
2014-05-08,189.3848
2014-05-09,213.99281
2014-05-10,323.80023
2014-05-11,255.05777
2014-05-12,223.4859
2014-05-13,202.4324
2014-05-14,199.9853
2014-05-15,186.46063
2014-05-16,213.70525
2014-05-17,301.83722
2014-05-18,356.0717
2014-05-19,218.1901
2014-05-20,198.86215
2014-05-21,200.27972
2014-05-22,174.3323
2014-05-23,196.15594
2014-05-24,289.91428
2014-05-25,321.78012
2014-05-26,209.78175
2014-05-27,183.86205
2014-05-28,189.94489
2014-05-29,183.291
2014-05-30,210.87689
2014-05-31,335.12482
2014-06-01,416.7973
2014-06-02,287.7249
2014-06-03,248.95409
2014-06-04,237.53339
2014-06-05,201.72531
2014-06-06,219.56572
2014-06-07,312.6501
2014-06-08,351.3058
2014-06-09,233.33273
2014-06-10,197.35658
2014-06-11,209.7801
2014-06-12,184.85301
2014-06-13,220.1506
2014-06-14,349.08698
2014-06-15,247.63184
2014-06-16,251.09442
2014-06-17,213.46579
2014-06-18,209.5447
2014-06-19,186.46518
2014-06-20,207.18675
2014-06-21,302.25244
2014-06-22,331.75314
2014-06-23,232.84491
2014-06-24,191.05766
2014-06-25,199.40651
2014-06-26,177.21559
2014-06-27,208.0772
2014-06-28,286.68396
2014-06-29,318.30466
2014-06-30,240.92259
2014-07-01,404.31012
2014-07-02,419.4333
2014-07-03,327.63455
2014-07-04,334.1326
2014-07-05,458.64597
2014-07-06,515.30676
2014-07-07,358.3201
2014-07-08,312.73373
2014-07-09,322.3633
2014-07-10,279.48798
2014-07-11,300.58597
2014-07-12,424.63455
2014-07-13,411.70245
2014-07-14,328.20825
2014-07-15,315.85858
2014-07-16,348.67368
2014-07-17,279.5857
2014-07-18,307.30588
2014-07-19,409.08432
2014-07-20,435.73184
2014-07-21,336.82852
2014-07-22,297.57355
2014-07-23,322.20462
2014-07-24,271.9522
2014-07-25,325.3464
2014-07-26,386.5991
2014-07-27,419.3647
2014-07-28,327.68613
2014-07-29,294.46875
2014-07-30,324.3866
2014-07-31,298.77866
2014-08-01,284.41458
2014-08-02,351.59015
2014-08-03,351.23355
2014-08-04,264.407
2014-08-05,234.11755
2014-08-06,226.10234
2014-08-07,201.8527
2014-08-08,223.20984
2014-08-09,278.4471
2014-08-10,286.0167
2014-08-11,229.82298
2014-08-12,198.59608
2014-08-13,208.8196
2014-08-14,191.21257
2014-08-15,225.9438
2014-08-16,299.66113
2014-08-17,316.747
2014-08-18,243.00916
2014-08-19,212.86752
2014-08-20,223.4157
2014-08-21,199.27547
2014-08-22,217.93484
2014-08-23,280.40305
2014-08-24,296.85217
2014-08-25,231.34123
2014-08-26,199.24461
2014-08-27,205.56763
2014-08-28,184.01372
2014-08-29,226.31252
2014-08-30,329.0537
2014-08-31,370.41986
2014-09-01,455.96307
2014-09-02,402.5542
2014-09-03,407.79117
2014-09-04,309.39398
2014-09-05,338.4081
2014-09-06,488.29373
2014-09-07,560.0247
2014-09-08,364.0021
2014-09-09,315.612
2014-09-10,343.9885
2014-09-11,271.30356
2014-09-12,316.71317
2014-09-13,446.57816
2014-09-14,503.0873
2014-09-15,353.9341
2014-09-16,341.32434
2014-09-17,346.50522
2014-09-18,269.08017
2014-09-19,308.76157
2014-09-20,453.69852
2014-09-21,505.8476
2014-09-22,330.595
2014-09-23,314.228
2014-09-24,335.68076
2014-09-25,261.99066
2014-09-26,289.26724
2014-09-27,438.38516
2014-09-28,497.4926
2014-09-29,329.22717
2014-09-30,336.1919
2014-10-01,440.23584
2014-10-02,355.95203
2014-10-03,379.14664
2014-10-04,522.6249
2014-10-05,553.0118
2014-10-06,359.97797
2014-10-07,329.07422
2014-10-08,348.03665
2014-10-09,286.48706
2014-10-10,394.2033
2014-10-11,419.92654
2014-10-12,473.60895
2014-10-13,343.2811
2014-10-14,308.9728
2014-10-15,350.61588
2014-10-16,302.04974
2014-10-17,313.4333
2014-10-18,460.62903
2014-10-19,524.92175
2014-10-20,350.52188
2014-10-21,304.2689
2014-10-22,328.24152
2014-10-23,276.22516
2014-10-24,296.52283
2014-10-25,425.88455
2014-10-26,500.63327
2014-10-27,321.4403
2014-10-28,287.69855
2014-10-29,314.71362
2014-10-30,257.97714
2014-10-31,315.30643
2014-11-01,490.2016
2014-11-02,398.3454
2014-11-03,546.1235
2014-11-04,394.36136
2014-11-05,403.36697
2014-11-06,317.68707
2014-11-07,328.46814
2014-11-08,457.94873
2014-11-09,528.32684
2014-11-10,332.9836
2014-11-11,310.04813
2014-11-12,330.0188
2014-11-13,262.65845
2014-11-14,310.32996
2014-11-15,441.14713
2014-11-16,536.8234
2014-11-17,348.41544
2014-11-18,310.53152
2014-11-19,325.6083
2014-11-20,287.23666
2014-11-21,318.73105
2014-11-22,428.5747
2014-11-23,509.2215
2014-11-24,342.78784
2014-11-25,303.71808
2014-11-26,324.98615
2014-11-27,267.01678
2014-11-28,314.0403
2014-11-29,477.5113
2014-11-30,574.462
2014-12-01,458.7057
2014-12-02,412.63702
2014-12-03,401.30618
2014-12-04,324.89423
2014-12-05,356.59097
2014-12-06,465.42462
2014-12-07,568.96173
2014-12-08,443.4811
2014-12-09,373.24576
2014-12-10,410.84235
2014-12-11,325.78125
2014-12-12,360.69604
2014-12-13,479.70306
2014-12-14,560.6656
2014-12-15,443.42477
2014-12-16,448.41025
2014-12-17,437.69165
2014-12-18,410.7399
2014-12-19,424.99966
2014-12-20,525.0031
2014-12-21,592.93225
2014-12-22,565.737
2014-12-23,597.63074
2014-12-24,542.07794
2014-12-26,489.39307
2014-12-27,415.5983
2014-12-28,401.9807
2014-12-29,434.34253
2014-12-30,512.32916
2014-12-31,473.83865
2015-01-01,7.168135
2015-01-02,369.11526
2015-01-03,364.13058
2015-01-04,410.17044
2015-01-05,319.45416
2015-01-06,268.17438
2015-01-07,277.3069
2015-01-08,234.2776
2015-01-09,246.56635
2015-01-10,319.84116
2015-01-11,389.9332
2015-01-12,248.5104
2015-01-13,220.98766
2015-01-14,224.9854
2015-01-15,208.27505
2015-01-16,237.7104
2015-01-17,348.9705
2015-01-18,380.62686
2015-01-19,251.5252
2015-01-20,227.446
2015-01-21,231.87575
2015-01-22,204.7489
2015-01-23,233.97148
2015-01-24,330.44324
2015-01-25,354.44666
2015-01-26,230.08397
2015-01-27,202.02573
2015-01-28,211.52408
2015-01-29,192.51524
2015-01-30,244.6126
2015-01-31,368.2412
2015-02-01,457.51654
2015-02-02,302.07736
2015-02-03,266.69464
2015-02-04,253.60446
2015-02-05,228.67114
2015-02-06,245.31287
2015-02-07,336.65076
2015-02-08,349.60394
2015-02-09,257.0158
2015-02-10,224.93042
2015-02-11,224.53162
2015-02-12,216.0287
2015-02-13,276.8044
2015-02-14,315.8558
2015-02-15,244.04414
2015-02-16,236.106
2015-02-17,271.09323
2015-02-18,279.18018
2015-02-19,244.87144
2015-02-20,271.42593
2015-02-21,321.41025
2015-02-22,387.95682
2015-02-23,248.79344
2015-02-24,228.89465
2015-02-25,222.09595
2015-02-26,199.1797
2015-02-27,244.94301
2015-02-28,356.48898
2015-03-01,460.40125
2015-03-02,306.41852
2015-03-03,276.29926
2015-03-04,271.22928
2015-03-05,240.51617
2015-03-06,260.22668
2015-03-07,368.89853
2015-03-08,370.1254
2015-03-09,269.569
2015-03-10,256.94824
2015-03-11,238.84271
2015-03-12,214.69621
2015-03-13,243.99887
2015-03-14,346.02118
2015-03-15,371.88602
2015-03-16,261.83975
2015-03-17,233.08615
2015-03-18,223.69809
2015-03-19,209.4974
2015-03-20,262.45114
2015-03-21,350.22406
2015-03-22,362.77576
2015-03-23,259.63202
2015-03-24,228.60254
2015-03-25,229.10112
2015-03-26,205.95229
2015-03-27,245.17766
2015-03-28,331.0071
2015-03-29,359.82816
2015-03-30,245.72325
2015-03-31,248.7536
2015-04-01,312.6954
2015-04-02,294.38208
2015-04-03,286.36182
2015-04-04,366.944
2015-04-05,370.18494
2015-04-06,291.65814
2015-04-07,260.8239
2015-04-08,258.77676
2015-04-09,223.74765
2015-04-10,250.20724
2015-04-11,342.6504
2015-04-12,370.33615
2015-04-13,254.61546
2015-04-14,226.50023
2015-04-15,245.85089
2015-04-16,234.92883
2015-04-17,256.06244
2015-04-18,353.06155
2015-04-19,384.1442
2015-04-20,270.3113
2015-04-21,239.06752
2015-04-22,236.31213
2015-04-23,220.06006
2015-04-24,245.58109
2015-04-25,330.40488
2015-04-26,351.23514
2015-04-27,238.52365
2015-04-28,210.34747
2015-04-29,223.75104
2015-04-30,242.76776
2015-05-01,378.51254
2015-05-02,399.01923
2015-05-03,416.8843
2015-05-04,312.14655
2015-05-05,285.9109
2015-05-06,283.3892
2015-05-07,249.20444
2015-05-08,270.09216
2015-05-09,396.57993
2015-05-10,313.16626
2015-05-11,294.5365
2015-05-12,253.73898
2015-05-13,250.7944
2015-05-14,222.00317
2015-05-15,271.3443
2015-05-16,398.3157
2015-05-17,447.9159
2015-05-18,278.67285
2015-05-19,250.4913
2015-05-20,261.63785
2015-05-21,234.01018
2015-05-22,257.42307
2015-05-23,369.7435
2015-05-24,414.1798
2015-05-25,300.1138
2015-05-26,259.8947
2015-05-27,270.37317
2015-05-28,240.46402
2015-05-29,314.54517
2015-05-30,480.2067
2015-05-31,574.391
2015-06-01,455.71335
2015-06-02,422.80057
2015-06-03,419.7135
2015-06-04,341.74783
2015-06-05,369.06573
2015-06-06,507.54056
2015-06-07,600.8394
2015-06-08,391.1071
2015-06-09,350.0141
2015-06-10,359.9525
2015-06-11,286.20602
2015-06-12,340.41302
2015-06-13,471.78885
2015-06-14,543.0672
2015-06-15,374.05002
2015-06-16,377.4623
2015-06-17,380.0063
2015-06-18,312.096
2015-06-19,369.94028
2015-06-20,525.78656
2015-06-21,443.6411
2015-06-22,393.4951
2015-06-23,359.3279
2015-06-24,361.06155
2015-06-25,291.07797
2015-06-26,332.9402
2015-06-27,466.6063
2015-06-28,548.01544
2015-06-29,358.62637
2015-06-30,375.72864
2015-07-01,497.1679
2015-07-02,395.98334
2015-07-03,433.6551
2015-07-04,571.57227
2015-07-05,551.3062
2015-07-06,423.653
2015-07-07,367.4641
2015-07-08,411.33115
2015-07-09,339.5244
2015-07-10,361.38406
2015-07-11,446.11935
2015-07-12,504.3389
2015-07-13,363.6179
2015-07-14,337.5153
2015-07-15,372.8985
2015-07-16,327.74564
2015-07-17,366.69595
2015-07-18,463.7224
2015-07-19,502.0804
2015-07-20,384.93896
2015-07-21,341.09793
2015-07-22,354.3128
2015-07-23,303.87848
2015-07-24,356.47824
2015-07-25,447.49017
2015-07-26,491.0393
2015-07-27,366.44174
2015-07-28,333.882
2015-07-29,350.98206
2015-07-30,304.93466
2015-07-31,390.05804
2015-08-01,586.3607
2015-08-02,585.5755
2015-08-03,455.17386
2015-08-04,407.75162
2015-08-05,406.47955
2015-08-06,327.37103
2015-08-07,372.2371
2015-08-08,440.01077
2015-08-09,381.2627
2015-08-10,440.7845
2015-08-11,375.01706
2015-08-12,380.50772
2015-08-13,313.05246
2015-08-14,412.16846
2015-08-15,525.44275
2015-08-16,512.8208
2015-08-17,389.86935
2015-08-18,353.2411
2015-08-19,366.85376
2015-08-20,319.55313
2015-08-21,366.6
2015-08-22,450.7689
2015-08-23,485.83356
2015-08-24,382.47812
2015-08-25,350.5602
2015-08-26,359.18967
2015-08-27,307.54395
2015-08-28,356.7549
2015-08-29,492.11734
2015-08-30,547.52954
2015-08-31,435.5514
2015-09-01,508.72614
2015-09-02,493.28455
2015-09-03,396.79745
2015-09-04,413.2409
2015-09-05,590.8352
2015-09-06,644.0194
2015-09-07,430.63004
2015-09-08,380.08545
2015-09-09,395.9784
2015-09-10,324.2109
2015-09-11,365.50516
2015-09-12,517.12933
2015-09-13,574.2678
2015-09-14,386.31042
2015-09-15,382.79144
2015-09-16,416.4364
2015-09-17,333.0964
2015-09-18,366.89444
2015-09-19,525.19275
2015-09-20,582.22943
2015-09-21,402.76395
2015-09-22,360.22153
2015-09-23,387.44095
2015-09-24,312.75064
2015-09-25,362.5611
2015-09-26,499.7116
2015-09-27,571.3035
2015-09-28,376.6897
2015-09-29,341.8242
2015-09-30,399.09235
2015-10-01,446.8804
2015-10-02,466.1725
2015-10-03,661.8272
2015-10-04,692.5538
2015-10-05,454.2788
2015-10-06,390.66736
2015-10-07,404.35596
2015-10-08,338.42087
2015-10-09,490.42355
2015-10-10,486.84454
2015-10-11,546.20044
2015-10-12,404.95767
2015-10-13,328.36227
2015-10-14,386.19424
2015-10-15,324.32782
2015-10-16,389.3543
2015-10-17,537.6279
2015-10-18,601.27783
2015-10-19,392.40152
2015-10-20,370.54343
2015-10-21,377.5799
2015-10-22,306.96973
2015-10-23,358.60864
2015-10-24,482.57614
2015-10-25,571.7077
2015-10-26,364.71066
2015-10-27,329.44226
2015-10-28,336.35696
2015-10-29,287.2391
2015-10-30,356.8327
2015-10-31,514.005
2015-11-01,459.73645
2015-11-02,427.91797
2015-11-03,579.9322
2015-11-04,480.07544
2015-11-05,364.5694
2015-11-06,376.62503
2015-11-07,521.7303
2015-11-08,604.58026
2015-11-09,383.6391
2015-11-10,349.90414
2015-11-11,387.06296
2015-11-12,284.4768
2015-11-13,351.6689
2015-11-14,486.8672
2015-11-15,592.6821
2015-11-16,402.0812
2015-11-17,347.31763
2015-11-18,383.81268
2015-11-19,314.5076
2015-11-20,373.52396
2015-11-21,484.69522
2015-11-22,570.05853
2015-11-23,390.95703
2015-11-24,343.8329
2015-11-25,369.7631
2015-11-26,297.6197
2015-11-27,362.0017
2015-11-28,477.3266
2015-11-29,600.7967
2015-11-30,427.6297
2015-12-01,481.26877
2015-12-02,486.68326
2015-12-03,379.84454
2015-12-04,420.51297
2015-12-05,542.2011
2015-12-06,641.48114
2015-12-07,461.4673
2015-12-08,399.87048
2015-12-09,419.6935
2015-12-10,368.9266
2015-12-11,397.52682
2015-12-12,513.8428
2015-12-13,594.5148
2015-12-14,455.45105
2015-12-15,437.6038
2015-12-16,482.56467
2015-12-17,454.4387
2015-12-18,501.44214
2015-12-19,614.7719
2015-12-20,659.6055
2015-12-21,602.0693
2015-12-22,640.77545
2015-12-23,671.2379
2015-12-24,608.1259
2015-12-26,531.2712
2015-12-27,470.09772
2015-12-28,443.1453
2015-12-29,488.6431
2015-12-30,578.0268
2015-12-31,541.32526
2016-01-01,9.221883
2016-01-02,598.5844
2016-01-03,688.4039
2016-01-04,536.45166
2016-01-05,468.75446
2016-01-06,461.1031
2016-01-07,366.72525
2016-01-08,400.4536
2016-01-09,555.11194
2016-01-10,614.30634
2016-01-11,395.90082
2016-01-12,363.108
2016-01-13,370.3958
2016-01-14,315.36063
2016-01-15,376.55844
2016-01-16,538.62354
2016-01-17,593.71344
2016-01-18,398.30765
2016-01-19,354.0571
2016-01-20,414.55893
2016-01-21,310.22488
2016-01-22,363.87848
2016-01-23,508.8411
2016-01-24,550.4645
2016-01-25,369.29892
2016-01-26,342.01224
2016-01-27,363.2181
2016-01-28,299.5005
2016-01-29,370.64688
2016-01-30,544.2976
2016-01-31,613.4743
2016-02-01,489.37335
2016-02-02,429.4238
2016-02-03,433.42365
2016-02-04,364.94287
2016-02-05,431.30554
2016-02-06,528.59375
2016-02-07,391.5778
2016-02-08,357.2069
2016-02-09,419.15805
2016-02-10,443.87692
2016-02-11,362.72525
2016-02-12,391.78006
2016-02-13,482.05554
2016-02-14,527.61755
2016-02-15,419.00748
2016-02-16,403.54202
2016-02-17,406.1699
2016-02-18,319.9061
2016-02-19,377.39066
2016-02-20,495.9541
2016-02-21,556.33234
2016-02-22,392.20404
2016-02-23,359.89285
2016-02-24,379.10965
2016-02-25,313.1085
2016-02-26,360.22604
2016-02-27,514.42426
2016-02-28,558.08234
2016-02-29,407.7552
2016-03-01,503.88754
2016-03-02,492.95868
2016-03-03,376.86014
2016-03-04,419.49878
2016-03-05,577.2282
2016-03-06,605.47614
2016-03-07,414.2124
2016-03-08,360.43286
2016-03-09,389.8125
2016-03-10,321.26367
2016-03-11,373.11646
2016-03-12,503.98492
2016-03-13,535.9036
2016-03-14,374.89694
2016-03-15,374.96448
2016-03-16,415.15454
